atomtype,smiles,idx_in_mol,mol_index,node_attentions,edge_attentions,prediction,truth
C,[H]N([H])C1=NC([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C1([H])[H],0,6,"[0.4122646152973175, 0.37105125188827515, 0.4048764407634735, 0.3156106472015381, 0.32137826085090637, 0.3795810639858246, 0.3981614410877228, 0.40185147523880005, 0.3620501458644867, 0.61049485206604, 0.5784813761711121, 0.376343309879303, 0.3545805513858795, 0.35633283853530884, 0.34594443440437317, 0.39528051018714905, 0.38659095764160156, 0.39917823672294617, 0.3722606301307678, 0.39629051089286804]","[0.7369092702865601, 0.43293890357017517, 0.3519352674484253, 0.37817785143852234, 0.7540732026100159, 0.6922636032104492, 0.2382708191871643, 0.7484470009803772, 0.3711908161640167, 0.31065693497657776, 0.37819018959999084, 0.7212569117546082, 0.6856199502944946, 0.36447960138320923, 0.37043410539627075, 0.7007521986961365, 0.3884046971797943, 0.4575599730014801, 0.32001760601997375, 0.6669484376907349, 0.2811821699142456, 0.5968858599662781, 0.7395898699760437, 0.32553040981292725, 0.7977988719940186, 0.7113525867462158, 0.7352773547172546, 0.4040882885456085, 0.35160720348358154, 0.3237341046333313, 0.31231066584587097, 0.3507589101791382, 0.29290226101875305, 0.35454556345939636, 0.3218388557434082, 0.35857754945755005, 0.3239956796169281, 0.2695431411266327, 0.30936720967292786, 0.2142723947763443]",-0.4286175072193146,-0.4099
C,,1,6,"[0.3787185251712799, 0.34278956055641174, 0.36807748675346375, 0.41978219151496887, 0.3915005326271057, 0.42678409814834595, 0.38480401039123535, 0.3864235579967499, 0.37047097086906433, 0.43473151326179504, 0.3953098952770233, 0.3606317639350891, 0.3612839877605438, 0.3689292371273041, 0.3626375198364258, 0.3656322956085205, 0.4199530780315399, 0.3709871172904968, 0.36409813165664673, 0.3462800681591034]","[0.26352107524871826, 0.21610943973064423, 0.3727875351905823, 0.37852543592453003, 0.2909441590309143, 0.6965814232826233, 0.31895923614501953, 0.23508301377296448, 0.7577031254768372, 0.36513665318489075, 0.37398743629455566, 0.29194411635398865, 0.28980180621147156, 0.30442798137664795, 0.3064156174659729, 0.3587469756603241, 0.7230923771858215, 0.30842602252960205, 0.3934137225151062, 0.394351601600647, 0.7007623314857483, 0.7375128865242004, 0.2802479565143585, 0.29358989000320435, 0.69785475730896, 0.3763880133628845, 0.3991478681564331, 0.6942906379699707, 0.3944748640060425, 0.37821701169013977, 0.2681733965873718, 0.7510625720024109, 0.6997674107551575, 0.3964272439479828, 0.2996038794517517, 0.3306612968444824, 0.7107539176940918, 0.7132207155227661, 0.3601844906806946, 0.3198738694190979]",-0.0825461596250534,-0.0962
C,,2,6,"[0.34930741786956787, 0.39750534296035767, 0.41651058197021484, 0.3881814777851105, 0.36465081572532654, 0.3602035343647003, 0.35904455184936523, 0.3944491147994995, 0.35715827345848083, 0.3370509147644043, 0.39112165570259094, 0.35001230239868164, 0.40175411105155945, 0.3562009632587433, 0.3875634968280792, 0.3533104360103607, 0.3708648979663849, 0.4271833598613739, 0.35333195328712463, 0.3824712336063385]","[0.7147361040115356, 0.3655823767185211, 0.33134132623672485, 0.7652180790901184, 0.334474116563797, 0.2853982448577881, 0.7042087912559509, 0.7192520499229431, 0.3208993077278137, 0.3365481197834015, 0.7092809677124023, 0.2707013487815857, 0.6906113624572754, 0.37892386317253113, 0.36199355125427246, 0.3303612172603607, 0.38090571761131287, 0.3015570640563965, 0.7073132395744324, 0.3796084225177765, 0.7072540521621704, 0.31572285294532776, 0.3218989372253418, 0.3192223906517029, 0.706990122795105, 0.6318500638008118, 0.17674636840820312, 0.6416645050048828, 0.27227044105529785, 0.31741848587989807, 0.3344449996948242, 0.7208704352378845, 0.3033546209335327, 0.718431830406189, 0.7302156686782837, 0.33708807826042175, 0.3812095522880554, 0.3734515309333801, 0.29869017004966736, 0.3446287214756012]",-0.17323154211044312,-0.1792
C,,3,6,"[0.35196539759635925, 0.3475072383880615, 0.43318891525268555, 0.3806402087211609, 0.4085623025894165, 0.3928130865097046, 0.3529578447341919, 0.37705254554748535, 0.3763734996318817, 0.40441277623176575, 0.38157883286476135, 0.38182637095451355, 0.3917933702468872, 0.3651108145713806, 0.3226349949836731, 0.4311513304710388, 0.33771592378616333, 0.3884681761264801, 0.3807447552680969, 0.35717281699180603]","[0.24379603564739227, 0.3067075312137604, 0.7834206819534302, 0.31371358036994934, 0.33456942439079285, 0.2892073094844818, 0.7489210963249207, 0.4497067332267761, 0.7291710376739502, 0.3357519209384918, 0.32919198274612427, 0.267866849899292, 0.7008269429206848, 0.2815669775009155, 0.3331040143966675, 0.29578354954719543, 0.3909544050693512, 0.33271893858909607, 0.32305020093917847, 0.40783119201660156, 0.7024649381637573, 0.36879661679267883, 0.3486356735229492, 0.3665024936199188, 0.6963202953338623, 0.26718369126319885, 0.6908514499664307, 0.357870876789093, 0.27719831466674805, 0.5071243643760681, 0.2874854505062103, 0.47160032391548157, 0.6846456527709961, 0.7131650447845459, 0.6629078388214111, 0.25057652592658997, 0.23233892023563385, 0.36037662625312805, 0.3319011926651001, 0.719989538192749]",-0.3811362385749817,-0.3781
C,,4,6,"[0.3607025742530823, 0.3580271005630493, 0.3357093334197998, 0.3838922083377838, 0.5045772194862366, 0.6025297045707703, 0.6501023769378662, 0.37415462732315063, 0.42451906204223633, 0.3666364252567291, 0.4040374755859375, 0.3904810845851898, 0.3745808005332947, 0.36484840512275696, 0.4509580135345459, 0.41306397318840027, 0.3969835340976715, 0.3969913423061371, 0.4047268331050873, 0.3781205117702484]","[0.20368051528930664, 0.4321897625923157, 0.41626790165901184, 0.2655472457408905, 0.3582719564437866, 0.26570427417755127, 0.5934959053993225, 0.31796199083328247, 0.6829801797866821, 0.5851027965545654, 0.6407893300056458, 0.6664243340492249, 0.3916855752468109, 0.6884911060333252, 0.3706614077091217, 0.3633916974067688, 0.7086858749389648, 0.32865676283836365, 0.39333727955818176, 0.37920814752578735, 0.3404524326324463, 0.30100417137145996, 0.3634200990200043, 0.24942539632320404, 0.3759598135948181, 0.3473321199417114, 0.3407491147518158, 0.6821592450141907, 0.3868465721607208, 0.7077159881591797, 0.6947951912879944, 0.6496652960777283, 0.344513475894928, 0.6279966831207275, 0.7022810578346252, 0.6657286882400513, 0.3164398968219757, 0.724871039390564, 0.318053662776947, 0.7237792015075684]",0.6851471662521362,0.6847
N,,5,6,"[0.3746058940887451, 0.33295440673828125, 0.35783320665359497, 0.40627095103263855, 0.3445901572704315, 0.624626100063324, 0.3579191565513611, 0.40552639961242676, 0.3439663350582123, 0.39746153354644775, 0.40899375081062317, 0.3867280185222626, 0.35222721099853516, 0.3582140803337097, 0.40094050765037537, 0.35558047890663147, 0.6108493804931641, 0.5818257927894592, 0.3547126352787018, 0.3739691376686096]","[0.2341650277376175, 0.256445974111557, 0.29605263471603394, 0.32050052285194397, 0.36257004737854004, 0.6725594997406006, 0.3840530514717102, 0.34604722261428833, 0.6306689977645874, 0.7009832859039307, 0.3579441010951996, 0.5735594034194946, 0.2535593807697296, 0.7876118421554565, 0.6844168305397034, 0.3556775152683258, 0.28149300813674927, 0.32076117396354675, 0.7530273795127869, 0.39928603172302246, 0.35859987139701843, 0.2007509022951126, 0.3853323459625244, 0.4065830409526825, 0.30496296286582947, 0.3431898057460785, 0.40636950731277466, 0.7346814870834351, 0.3159644901752472, 0.37964141368865967, 0.378620445728302, 0.36903804540634155, 0.6685920357704163, 0.5154964327812195, 0.651731550693512, 0.6646963953971863, 0.3319830000400543, 0.3228437006473541, 0.7035596370697021, 0.400055855512619]",-0.9350686073303223,-0.9473
N,,6,6,"[0.4057955741882324, 0.3517438471317291, 0.3684743642807007, 0.3216898441314697, 0.3988981544971466, 0.4013054668903351, 0.6452241539955139, 0.3484932780265808, 0.3487616181373596, 0.35364630818367004, 0.3882879912853241, 0.35756903886795044, 0.39026764035224915, 0.39268478751182556, 0.3912339210510254, 0.3741613030433655, 0.38633814454078674, 0.3427899181842804, 0.3739286959171295, 0.36760637164115906]","[0.3726445734500885, 0.6802920699119568, 0.3490557372570038, 0.37571707367897034, 0.3819481134414673, 0.771550714969635, 0.3949333131313324, 0.37213262915611267, 0.7183817028999329, 0.744956374168396, 0.6601695418357849, 0.6741347312927246, 0.6348289251327515, 0.7570552825927734, 0.33702775835990906, 0.3365778923034668, 0.3697608411312103, 0.2621892988681793, 0.7110204696655273, 0.31397902965545654, 0.36704713106155396, 0.39045214653015137, 0.29299676418304443, 0.7248820662498474, 0.3159991502761841, 0.3005598783493042, 0.3584481179714203, 0.3839307725429535, 0.7149742841720581, 0.35626956820487976, 0.38739120960235596, 0.7857633233070374, 0.707679033279419, 0.3692142367362976, 0.6513429880142212, 0.7172003984451294, 0.3719298243522644, 0.7242427468299866, 0.2293761819601059, 0.4324650764465332]",-0.7194945216178894,-0.7166
C,,7,6,"[0.3670271635055542, 0.33901646733283997, 0.38229599595069885, 0.3908173441886902, 0.3757491111755371, 0.3269314765930176, 0.349310040473938, 0.3842272460460663, 0.4302341043949127, 0.40144336223602295, 0.3748108744621277, 0.3822805881500244, 0.3719625174999237, 0.3609580099582672, 0.4046715795993805, 0.37296420335769653, 0.37840303778648376, 0.3732004761695862, 0.36252444982528687, 0.36840924620628357]","[0.7260258197784424, 0.3290632665157318, 0.3352605104446411, 0.2629547119140625, 0.7294428944587708, 0.3344971537590027, 0.3306334316730499, 0.3739573359489441, 0.7403278946876526, 0.15639133751392365, 0.654868483543396, 0.33391934633255005, 0.6616158485412598, 0.30213016271591187, 0.28696009516716003, 0.30573657155036926, 0.2686465382575989, 0.6922523379325867, 0.2814829349517822, 0.36200231313705444, 0.35733890533447266, 0.34639260172843933, 0.3907640278339386, 0.34660977125167847, 0.29569610953330994, 0.30924540758132935, 0.7647694945335388, 0.707624614238739, 0.3320492208003998, 0.6945328116416931, 0.38541677594184875, 0.37909865379333496, 0.30864912271499634, 0.36082932353019714, 0.32822930812835693, 0.2605538070201874, 0.6881471872329712, 0.41367244720458984, 0.37482085824012756, 0.41891539096832275]",0.06467267125844955,0.0724
H,,8,6,"[0.38195058703422546, 0.3949948251247406, 0.38695061206817627, 0.3994836211204529, 0.3906289041042328, 0.39558273553848267, 0.4250786006450653, 0.3660905957221985, 0.3786008656024933, 0.386534184217453, 0.36597102880477905, 0.38951417803764343, 0.3371489942073822, 0.3801071047782898, 0.3785301148891449, 0.372554212808609, 0.0, 0.0, 0.3786650598049164, 0.3337002396583557]","[0.749795138835907, 0.3613530695438385, 0.3236808478832245, 0.3686876893043518, 0.30916136503219604, 0.36734524369239807, 0.3959851562976837, 0.3763369023799896, 0.3016749918460846, 0.2719651758670807, 0.7535654902458191, 0.3983643352985382, 0.7493098974227905, 0.7495186924934387, 0.7179245352745056, 0.6920079588890076, 0.42622044682502747, 0.6911977529525757, 0.7149319648742676, 0.2716214060783386, 0.3125838041305542, 0.3359431028366089, 0.327038437128067, 0.32370659708976746, 0.30833345651626587, 0.6882376670837402, 0.7815145254135132, 0.35761499404907227, 0.33449119329452515, 0.26047128438949585, 0.33109861612319946, 0.2551451325416565, 0.0, 0.0, 0.0, 0.0, 0.36284270882606506, 0.3187098503112793, 0.19760732352733612, 0.3314213454723358]",0.12989985942840576,0.1226
H,,9,6,"[0.37175804376602173, 0.3570980131626129, 0.3862450122833252, 0.39716222882270813, 0.373178094625473, 0.36959564685821533, 0.3760567903518677, 0.3485434353351593, 0.40635228157043457, 0.42419353127479553, 0.36389589309692383, 0.3898811638355255, 0.32497093081474304, 0.3832312822341919, 0.4207459092140198, 0.38295283913612366, 0.0, 0.0, 0.3989775478839874, 0.36707204580307007]","[0.37764301896095276, 0.6961565017700195, 0.3695053458213806, 0.7187582850456238, 0.2592076361179352, 0.24513383209705353, 0.3293202817440033, 0.34601688385009766, 0.3942985534667969, 0.7713351845741272, 0.30474019050598145, 0.38771358132362366, 0.2793523371219635, 0.3794713318347931, 0.6939601302146912, 0.7457541227340698, 0.39166077971458435, 0.32096683979034424, 0.7153228521347046, 0.7064570188522339, 0.2593429684638977, 0.35964080691337585, 0.342343270778656, 0.38458165526390076, 0.3725229799747467, 0.27588382363319397, 0.7292174100875854, 0.33612728118896484, 0.7092118859291077, 0.7290073037147522, 0.6979299187660217, 0.7033417820930481, 0.0, 0.0, 0.0, 0.0, 0.25920921564102173, 0.3128584623336792, 0.29652631282806396, 0.27861860394477844]",0.12989985942840576,0.1413
H,,10,6,"[0.35743463039398193, 0.38097327947616577, 0.37936896085739136, 0.3613910377025604, 0.3513367772102356, 0.33996886014938354, 0.3965360224246979, 0.40266647934913635, 0.3650331497192383, 0.3794448673725128, 0.35733529925346375, 0.4086524248123169, 0.32288211584091187, 0.361322283744812, 0.3828275799751282, 0.4055071175098419, 0.0, 0.0, 0.35064053535461426, 0.40070414543151855]","[0.26079896092414856, 0.3886776864528656, 0.35022029280662537, 0.32663673162460327, 0.37291595339775085, 0.7083930373191833, 0.34732744097709656, 0.2958028018474579, 0.3938898742198944, 0.3818158209323883, 0.3979077935218811, 0.24812042713165283, 0.738203763961792, 0.6876782178878784, 0.3757447302341461, 0.3884308338165283, 0.7211441397666931, 0.3672712743282318, 0.37334221601486206, 0.31432753801345825, 0.4092095196247101, 0.2628229856491089, 0.3362184166908264, 0.34185540676116943, 0.3853066861629486, 0.3733251094818115, 0.3721441328525543, 0.2523706257343292, 0.31157293915748596, 0.3465014696121216, 0.3512848913669586, 0.7472022771835327, 0.0, 0.0, 0.0, 0.0, 0.29814237356185913, 0.7022982239723206, 0.6961507201194763, 0.25986456871032715]",0.12989985942840576,0.1236
H,,11,6,"[0.3810722827911377, 0.42234671115875244, 0.36834752559661865, 0.3999270796775818, 0.3895009160041809, 0.38829588890075684, 0.3409331440925598, 0.3777684271335602, 0.34570032358169556, 0.35826489329338074, 0.39467132091522217, 0.38353484869003296, 0.3747413754463196, 0.3690296709537506, 0.41885340213775635, 0.39297476410865784, 0.3903737962245941, 0.3896190822124481, 0.3856422007083893, 0.38301026821136475]","[0.32938051223754883, 0.69938725233078, 0.7347400784492493, 0.37982648611068726, 0.3074182868003845, 0.7293601632118225, 0.38931411504745483, 0.3146425783634186, 0.698552668094635, 0.7513175010681152, 0.3583858609199524, 0.32887786626815796, 0.7019166350364685, 0.35023990273475647, 0.35764145851135254, 0.3045896291732788, 0.3791912794113159, 0.37290075421333313, 0.7037080526351929, 0.37074294686317444, 0.28941333293914795, 0.28400418162345886, 0.37936532497406006, 0.7525151371955872, 0.6983645558357239, 0.3742651343345642, 0.3722633719444275, 0.36260247230529785, 0.6989152431488037, 0.2827635407447815, 0.3773326873779297, 0.7390758991241455, 0.351864218711853, 0.7299554944038391, 0.38707107305526733, 0.3760389983654022, 0.6952052712440491, 0.3938122093677521, 0.3799108564853668, 0.7099865674972534]",0.1031503975391388,0.1036
H,,12,6,"[0.3581826686859131, 0.3884885907173157, 0.3590453565120697, 0.35550937056541443, 0.34023013710975647, 0.37169232964515686, 0.3727342486381531, 0.38515761494636536, 0.3798072338104248, 0.3977152705192566, 0.38101550936698914, 0.39497676491737366, 0.413825124502182, 0.40831416845321655, 0.42550128698349, 0.35908058285713196, 0.37999609112739563, 0.3435642123222351, 0.3555600941181183, 0.37020453810691833]","[0.8156242370605469, 0.4018324613571167, 0.7130217552185059, 0.38657093048095703, 0.760645866394043, 0.70443195104599, 0.7022994160652161, 0.7114725708961487, 0.35693708062171936, 0.2658553421497345, 0.2182246744632721, 0.7189948558807373, 0.31950849294662476, 0.3046399652957916, 0.29276150465011597, 0.30550482869148254, 0.6959406137466431, 0.3611738979816437, 0.34305885434150696, 0.2504661977291107, 0.3960745334625244, 0.6946039795875549, 0.37957873940467834, 0.3719707429409027, 0.36019742488861084, 0.7556766867637634, 0.30441543459892273, 0.3736205995082855, 0.35144269466400146, 0.35352981090545654, 0.3969004154205322, 0.7167280912399292, 0.31834492087364197, 0.3655194938182831, 0.7470918893814087, 0.2724315822124481, 0.29820722341537476, 0.365545392036438, 0.7013204097747803, 0.7402475476264954]",0.10417546331882477,0.1062
H,,13,6,"[0.36534562706947327, 0.3782166540622711, 0.39203518629074097, 0.428691565990448, 0.3860883116722107, 0.3963828384876251, 0.386658251285553, 0.3643369972705841, 0.39994293451309204, 0.36119040846824646, 0.3977757394313812, 0.38250184059143066, 0.3572360873222351, 0.37001335620880127, 0.3940495252609253, 0.3436626195907593, 0.3902641534805298, 0.3498738706111908, 0.3540792167186737, 0.3880595862865448]","[0.6982623934745789, 0.2525348365306854, 0.3427467346191406, 0.38156962394714355, 0.3821171224117279, 0.374948114156723, 0.34542131423950195, 0.33871984481811523, 0.32317671179771423, 0.3342721462249756, 0.35257136821746826, 0.2949768304824829, 0.32281315326690674, 0.25502389669418335, 0.710850179195404, 0.2875547409057617, 0.7095183730125427, 0.6881210803985596, 0.7586540579795837, 0.7132464647293091, 0.2499765157699585, 0.3337159752845764, 0.28212469816207886, 0.3464389145374298, 0.3507598638534546, 0.3336453139781952, 0.7253770232200623, 0.7037009000778198, 0.39223936200141907, 0.6960332989692688, 0.39567533135414124, 0.3624226748943329, 0.7037783861160278, 0.29898759722709656, 0.7439107298851013, 0.31420913338661194, 0.27709174156188965, 0.2571922838687897, 0.38257285952568054, 0.3146531581878662]",0.10417546331882477,0.1055
H,,14,6,"[0.377291202545166, 0.3789781630039215, 0.3551689088344574, 0.387237548828125, 0.32627832889556885, 0.38478943705558777, 0.4058150351047516, 0.33936700224876404, 0.38438621163368225, 0.41070544719696045, 0.36512625217437744, 0.40960824489593506, 0.40105655789375305, 0.42057958245277405, 0.37819018959999084, 0.3927065134048462, 0.3587225675582886, 0.34709417819976807, 0.3876877725124359, 0.44040647149086]","[0.708156406879425, 0.7381626963615417, 0.38188067078590393, 0.39432859420776367, 0.33819150924682617, 0.33953794836997986, 0.27612313628196716, 0.32957664132118225, 0.6992562413215637, 0.3713293969631195, 0.32647478580474854, 0.36735856533050537, 0.4130310118198395, 0.3733668625354767, 0.299942284822464, 0.3783731758594513, 0.2653956413269043, 0.706006646156311, 0.3211188316345215, 0.37839406728744507, 0.30199941992759705, 0.3189360201358795, 0.3479854464530945, 0.38693541288375854, 0.3792954683303833, 0.7284834384918213, 0.35209304094314575, 0.281726598739624, 0.3048384189605713, 0.38546881079673767, 0.35175567865371704, 0.36287587881088257, 0.3899461328983307, 0.31075307726860046, 0.27950194478034973, 0.7406545281410217, 0.6926368474960327, 0.3129027187824249, 0.7020745873451233, 0.3413686752319336]",0.14609380066394806,0.1509
H,,15,6,"[0.41279545426368713, 0.37841567397117615, 0.34956133365631104, 0.3910602927207947, 0.39964553713798523, 0.3618646264076233, 0.3595919609069824, 0.399594247341156, 0.3799942135810852, 0.40420427918434143, 0.3792087733745575, 0.3479630947113037, 0.36152175068855286, 0.37160319089889526, 0.3201659023761749, 0.35706114768981934, 0.3618946075439453, 0.3961302936077118, 0.388873428106308, 0.372676283121109]","[0.36597108840942383, 0.2969546616077423, 0.34648698568344116, 0.24175941944122314, 0.34388622641563416, 0.31699684262275696, 0.29056277871131897, 0.24644571542739868, 0.35748717188835144, 0.3560032248497009, 0.6961153149604797, 0.3701688349246979, 0.3573576509952545, 0.7173206806182861, 0.2938774526119232, 0.7666658759117126, 0.35665595531463623, 0.2749420404434204, 0.3845749795436859, 0.2942568063735962, 0.7637368440628052, 0.3952924907207489, 0.7173141837120056, 0.285277396440506, 0.3251188099384308, 0.3364720046520233, 0.3779101073741913, 0.31388071179389954, 0.33542898297309875, 0.4029277563095093, 0.23413069546222687, 0.32947838306427, 0.3982001841068268, 0.3226468861103058, 0.3332948684692383, 0.29900822043418884, 0.32114148139953613, 0.2477811723947525, 0.3999634087085724, 0.3380117118358612]",0.14609380066394806,0.1431
